Address,Transaction date,B. Age,Transaction Price,Saleable Area,Building Name,Area
FLAT 4 13/F BLOCK A LOCKHART HOUSE,3/9/2020,41,$6.10M,447s.f.,LOCKHART HOUSE,Wanchai
FLAT 4 12/F BLOCK A LOCKHART HOUSE,24/8/2020,41,$6.50M,447s.f.,LOCKHART HOUSE,Wanchai
FLAT 5 38/F BLOCK C CAUSEWAY CENTRE,26/11/2020,41,$7.40M,302s.f.,CAUSEWAY CENTRE,Wanchai
FLAT 7 11/F BLOCK B CAUSEWAY CENTRE,5/11/2020,41,$6.50M,357s.f.,CAUSEWAY CENTRE,Wanchai
FLAT 7 31/F BLOCK B CAUSEWAY CENTRE,16/10/2020,41,$8.26M,357s.f.,CAUSEWAY CENTRE,Wanchai
FLAT 7 36/F BLOCK B CAUSEWAY CENTRE,11/9/2020,41,$8.58M,357s.f.,CAUSEWAY CENTRE,Wanchai
FLAT G 4/F HUNG YIP BUILDING,29/12/2020,54,$6.65M,600s.f.,HUNG YIP BUILDING,Wanchai
FLAT I 9/F HUNG YIP BUILDING,9/11/2020,54,$5.53M,442s.f.,HUNG YIP BUILDING,Wanchai
FLAT B 18/F HUNG YIP BUILDING,24/8/2020,54,$4.40M,397s.f.,HUNG YIP BUILDING,Wanchai
FLAT E 15/F HUNG YIP BUILDING,7/8/2020,54,$5.30M,397s.f.,HUNG YIP BUILDING,Wanchai
FLAT A 7/F TOWER 2 HOOVER TOWERS,29/12/2020,30,$6.35M,281s.f.,HOOVER TOWERS,Wanchai
FLAT A 25/F TOWER 1 HOOVER TOWERS,2/12/2020,31,$8.83M,355s.f.,HOOVER TOWERS,Wanchai
FLAT C 23/F TOWER 2 HOOVER TOWERS,28/10/2020,30,$7.02M,295s.f.,HOOVER TOWERS,Wanchai
FLAT A 2/F TOWER 2 HOOVER TOWERS,28/7/2020,30,$6.00M,281s.f.,HOOVER TOWERS,Wanchai
FLAT 2 5/F BLOCK A WING TAK BUILDING,15/12/2020,48,$5.15M,374s.f.,WING TAK BUILDING,Wanchai
FLAT 5 19/F BLOCK B WING TAK BUILDING,19/11/2020,48,$4.32M,284s.f.,WING TAK BUILDING,Wanchai
FLAT 5 3/F BLOCK A WING TAK BUILDING,28/9/2020,48,$5.15M,440s.f.,WING TAK BUILDING,Wanchai
FLAT 6 16/F BLOCK B WING TAK BUILDING,23/7/2020,48,$5.43M,392s.f.,WING TAK BUILDING,Wanchai
FLAT G 8/F YUE KING BUILDING,6/1/2021,50,$13.00M,958s.f.,YUE KING BUILDING,Wanchai
FLAT B 21/F YUE KING BUILDING,31/12/2020,50,$10.00M,678s.f.,YUE KING BUILDING,Wanchai
FLAT G 18/F YUE KING BUILDING,15/10/2020,49,$14.80M,958s.f.,YUE KING BUILDING,Wanchai
FLAT 3 9/F BLOCK A PAK LING BUILDING,24/12/2020,53,$4.28M,343s.f.,PAK LING BUILDING,Wanchai
FLAT 2 8/F BLOCK A PAK LING BUILDING,16/9/2020,53,$4.90M,355s.f.,PAK LING BUILDING,Wanchai
FLAT 5 11/F BLOCK B PAK LING BUILDING,29/7/2020,53,$4.20M,326s.f.,PAK LING BUILDING,Wanchai
FLAT D 10/F MOONSTAR COURT,30/12/2020,38,$5.55M,259s.f.,MOONSTAR COURT,Wanchai
FLAT B 5/F MOONSTAR COURT,21/12/2020,38,$5.86M,250s.f.,MOONSTAR COURT,Wanchai
FLAT C 1/F MOONSTAR COURT,17/8/2020,38,$6.20M,250s.f.,MOONSTAR COURT,Wanchai
FLAT B 16/F LEE CHEONG BUILDING,13/11/2020,46,$6.53M,476s.f.,LEE CHEONG BUILDING,Wanchai
FLAT B 22/F LEE CHEONG BUILDING,6/10/2020,46,$6.90M,476s.f.,LEE CHEONG BUILDING,Wanchai
FLAT B 12/F LEE CHEONG BUILDING,16/7/2020,46,$7.38M,476s.f.,LEE CHEONG BUILDING,Wanchai
FLAT F 3/F MANRICH COURT,6/1/2021,31,$7.00M,419s.f.,MANRICH COURT,Wanchai
FLAT A 28/F MANRICH COURT,17/12/2020,30,$9.53M,415s.f.,MANRICH COURT,Wanchai
FLAT D 1/F MANRICH COURT,2/11/2020,30,$7.50M,397s.f.,MANRICH COURT,Wanchai
FLAT E 15/F FULLY BUILDING,27/10/2020,39,$5.13M,284s.f.,FULLY BUILDING,Wanchai
FLAT B 12/F FULLY BUILDING,16/10/2020,39,$5.64M,320s.f.,FULLY BUILDING,Wanchai
FLAT A 9/F FULLY BUILDING,3/9/2020,39,$7.00M,400s.f.,FULLY BUILDING,Wanchai
FLAT C 8/F FOOK WO BUILDING,2/12/2020,33,$7.00M,461s.f.,FOOK WO BUILDING,Wanchai
FLAT C 19/F FOOK WO BUILDING,24/11/2020,33,$7.43M,461s.f.,FOOK WO BUILDING,Wanchai
FLAT B 14/F FOOK WO BUILDING,27/7/2020,33,$7.15M,403s.f.,FOOK WO BUILDING,Wanchai
FLAT L 9/F TOWER B TONNOCHY TOWERS,24/12/2020,45,$6.38M,419s.f.,TONNOCHY TOWERS,Wanchai
FLAT D 10/F TOWER A TONNOCHY TOWERS,20/11/2020,45,$5.20M,354s.f.,TONNOCHY TOWERS,Wanchai
FLAT K 18/F TOWER B TONNOCHY TOWERS,15/10/2020,45,$6.20M,374s.f.,TONNOCHY TOWERS,Wanchai
FLAT B 17/F OI KWAN COURT,24/12/2020,40,$9.33M,580s.f.,OI KWAN COURT,Wanchai
FLAT A 9/F OI KWAN COURT,23/12/2020,40,$6.08M,384s.f.,OI KWAN COURT,Wanchai
FLAT G 17/F OI KWAN COURT,21/12/2020,40,$5.95M,342s.f.,OI KWAN COURT,Wanchai
FLAT G 18/F yoo Residence,1/9/2020,5,$7.77M,355s.f.,yoo Residence,Wanchai
FLAT G 19/F yoo Residence,25/8/2020,5,$7.72M,355s.f.,yoo Residence,Wanchai
FLAT C 18/F yoo Residence,27/7/2020,5,$12.88M,519s.f.,yoo Residence,Wanchai
FLAT F 12/F NEW SPRING GARDEN MANSION,30/9/2020,42,$5.38M,285s.f.,NEW SPRING GARDEN MANSION,Wanchai
FLAT F 13/F NEW SPRING GARDEN MANSION,14/8/2020,42,$5.40M,285s.f.,NEW SPRING GARDEN MANSION,Wanchai
FLAT E 8/F NEW SPRING GARDEN MANSION,4/8/2020,42,$5.40M,297s.f.,NEW SPRING GARDEN MANSION,Wanchai
FLAT C 12/F THE MORRISON,19/11/2020,13,$8.69M,431s.f.,THE MORRISON,Wanchai
FLAT D 13/F THE MORRISON,23/10/2020,13,$8.80M,422s.f.,THE MORRISON,Wanchai
FLAT C 16/F THE MORRISON,24/8/2020,13,$8.65M,431s.f.,THE MORRISON,Wanchai
FLAT D 12/F HING BONG MANSION,9/12/2020,35,$4.50M,294s.f.,HING BONG MANSION,Wanchai
FLAT B 11/F HING BONG MANSION,30/11/2020,35,$4.88M,280s.f.,HING BONG MANSION,Wanchai
FLAT C 6/F HING BONG MANSION,19/10/2020,35,$4.85M,294s.f.,HING BONG MANSION,Wanchai
FLAT B 9/F JET FOIL MANSION,24/12/2020,44,$5.05M,348s.f.,JET FOIL MANSION,Wanchai
FLAT B 5/F JET FOIL MANSION,3/8/2020,44,$5.04M,348s.f.,JET FOIL MANSION,Wanchai
NO. 217 11/F HENNESSY ROAD COURT,18/12/2020,52,$5.43M,369s.f.,HENNESSY ROAD COURT,Wanchai
NO. 219 18/F HENNESSY ROAD COURT,17/9/2020,52,$5.68M,366s.f.,HENNESSY ROAD COURT,Wanchai
FLAT A 16/F KAM SING MANSION,5/1/2021,44,$5.80M,355s.f.,KAM SING MANSION,Wanchai
FLAT A 13/F KAM SING MANSION,5/10/2020,43,$6.10M,355s.f.,KAM SING MANSION,Wanchai
FLAT D 13/F FLEMING MANSION,28/12/2020,52,$4.95M,368s.f.,FLEMING MANSION,Wanchai
FLAT A 5/F FLEMING MANSION,18/12/2020,52,$5.80M,427s.f.,FLEMING MANSION,Wanchai
FLAT C 9/F CHIU HIN MANSION,17/12/2020,43,$5.26M,314s.f.,CHIU HIN MANSION,Wanchai
FLAT C 19/F CHIU HIN MANSION,27/8/2020,43,$3.90M,225s.f.,CHIU HIN MANSION,Wanchai
FLAT 2 14/F YAU KWONG BUILDING,24/11/2020,50,$6.00M,608s.f.,YAU KWONG BUILDING,Wanchai
FLAT 8 10/F YAU KWONG BUILDING,18/11/2020,50,$4.46M,-,YAU KWONG BUILDING,Wanchai
FLAT 2 2/F KELLY HOUSE,29/12/2020,41,$5.90M,421s.f.,KELLY HOUSE,Wanchai
FLAT 4 17/F KELLY HOUSE,18/8/2020,41,$7.68M,465s.f.,KELLY HOUSE,Wanchai
FLAT C 13/F DANDENONG MANSION,25/8/2020,32,$4.93M,271s.f.,DANDENONG MANSION,Wanchai
FLAT E 21/F WAH TAO (TO) BUILDING,16/11/2020,51,$5.45M,265s.f.,WAH TAO (TO) BUILDING,Wanchai
FLAT 5 12/F WAH TAO (TO) BUILDING,12/11/2020,51,$5.00M,302s.f.,WAH TAO (TO) BUILDING,Wanchai
FLAT D 29/F PARK HAVEN,2/12/2020,6,$15.50M,584s.f.,PARK HAVEN,Wanchai
FLAT E 15/F PARK HAVEN,25/11/2020,6,$9.28M,390s.f.,PARK HAVEN,Wanchai
FLAT B 16/F YANVILLE,17/9/2020,24,$6.35M,297s.f.,YANVILLE,Wanchai
FLAT D 28/F YANVILLE,26/8/2020,24,$7.00M,328s.f.,YANVILLE,Wanchai
FLAT A 3/F LEE LOY BUILDING,7/8/2020,43,$4.00M,189s.f.,LEE LOY BUILDING,Wanchai
FLAT B 4/F LEE LOY BUILDING,5/8/2020,43,$3.58M,189s.f.,LEE LOY BUILDING,Wanchai
FLAT C 28/F 112 JOHNSTON ROAD,27/11/2020,19,$5.68M,-,112 JOHNSTON ROAD,Wanchai
FLAT B 7/F 112 JOHNSTON ROAD,9/9/2020,19,$5.16M,-,112 JOHNSTON ROAD,Wanchai
FLAT L 3/F 61-73 LEE GARDEN ROAD PO WING BUILDING (with flat roof),10/9/2020,53,$6.48M,-,PO WING BUILDING,Wanchai
FLAT F 7/F 108-120 PERCIVAL STREET PO WING BUILDING,4/9/2020,53,$6.30M,-,PO WING BUILDING,Wanchai
FLAT C4 7/F BLOCK C PATERSON BUILDING,16/12/2020,61,$8.60M,688s.f.,PATERSON BUILDING,Wanchai
FLAT D4 5/F BLOCK D PATERSON BUILDING,19/10/2020,60,$8.92M,688s.f.,PATERSON BUILDING,Wanchai
FLAT E 20/F YEE ON BUILDING,8/10/2020,48,$5.20M,465s.f.,YEE ON BUILDING,Wanchai
FLAT C 24/F YEE ON BUILDING,7/10/2020,48,$8.90M,555s.f.,YEE ON BUILDING,Wanchai
FLAT A 36/F YORK PLACE,3/12/2020,11,$20.00M,684s.f.,YORK PLACE,Wanchai
FLAT B 7/F YORK PLACE,15/10/2020,11,$10.00M,494s.f.,YORK PLACE,Wanchai
FLAT H 4/F SOUTHORN MANSION,9/10/2020,55,$5.24M,374s.f.,SOUTHORN MANSION,Wanchai
FLAT A 8/F SOUTHORN MANSION,2/9/2020,55,$5.47M,410s.f.,SOUTHORN MANSION,Wanchai
FLAT E 11/F CAPITAL BUILDING,18/12/2020,43,$5.35M,329s.f.,CAPITAL BUILDING,Wanchai
FLAT F 14/F CAPITAL BUILDING,20/11/2020,43,$5.15M,259s.f.,CAPITAL BUILDING,Wanchai
NO. 13A 12/F CAROLINE HILL COURT,15/9/2020,61,$7.60M,492s.f.,CAROLINE HILL COURT,Wanchai
NO. 13A 9/F CAROLINE HILL COURT,5/8/2020,61,$7.00M,492s.f.,CAROLINE HILL COURT,Wanchai
FLAT A5 6/F BLOCK A-B GREAT GEORGE BUILDING,24/8/2020,60,$8.30M,739s.f.,GREAT GEORGE BUILDING,Wanchai
FLAT D2 5/F BLOCK C-D GREAT GEORGE BUILDING,11/8/2020,60,$8.20M,604s.f.,GREAT GEORGE BUILDING,Wanchai
FLAT C 22/F HIGH BLOCK VINCENT MANSION,10/11/2020,31,$5.03M,226s.f.,VINCENT MANSION,Wanchai
FLAT C 13/F HIGH BLOCK VINCENT MANSION,31/7/2020,31,$4.95M,251s.f.,VINCENT MANSION,Wanchai
FLAT P 6/F BLOCK D KWONG SANG HONG BUILDING,11/12/2020,40,$6.40M,401s.f.,KWONG SANG HONG BUILDING,Wanchai
FLAT B 7/F BLOCK A KWONG SANG HONG BUILDING,14/10/2020,44,$6.87M,508s.f.,KWONG SANG HONG BUILDING,Wanchai
FLAT 4 17/F BLOCK C BAY VIEW MANSION,5/8/2020,54,$17.95M,1236s.f.,BAY VIEW MANSION,Wanchai
FLAT C 10/F CHEONG HONG MANSION,21/8/2020,55,$8.28M,719s.f.,CHEONG HONG MANSION,Wanchai
FLAT H 8/F SUN KAI MANSION,24/9/2020,54,$5.15M,368s.f.,SUN KAI MANSION,Wanchai
FLAT D 8/F TAI YUEN COURT,14/10/2020,27,$6.30M,346s.f.,TAI YUEN COURT,Wanchai
FLAT G 4/F MING FUNG BUILDING,11/9/2020,51,$4.10M,390s.f.,MING FUNG BUILDING,Wanchai
FLAT C 27/F CATHAY LODGE,7/8/2020,19,$8.38M,379s.f.,CATHAY LODGE,Wanchai
FLAT M 6/F CHEE ON BUILDING,31/7/2020,48,$7.85M,465s.f.,CHEE ON BUILDING,Wanchai
FLAT F 22/F LOK MOON MANSION,29/12/2020,32,$8.90M,408s.f.,LOK MOON MANSION,Wanchai
FLAT J 6/F PHOENIX APARTMENTS,21/8/2020,61,$10.10M,974s.f.,PHOENIX APARTMENTS,Wanchai
FLAT G 4/F STARLIGHT GARDEN,12/11/2020,40,$6.85M,395s.f.,STARLIGHT GARDEN,Wanchai
FLAT 5 21/F J RESIDENCE,31/8/2020,13,$8.10M,407s.f.,J RESIDENCE,Wanchai
FLAT 3 3/F BLOCK A KINGSTON BUILDING,10/12/2020,55,$7.50M,661s.f.,KINGSTON BUILDING,Wanchai
FLAT A 16/F WAH YING BUILDING,29/7/2020,40,$8.77M,538s.f.,WAH YING BUILDING,Wanchai
FLAT A 12/F YEN MAY BUILDING,30/7/2020,41,$4.38M,207s.f.,YEN MAY BUILDING,Wanchai
FLAT D (NO. 356) 5/F HUNG FOOK BUILDING (MANSION),23/10/2020,56,$5.28M,385s.f.,HUNG FOOK BUILDING (MANSION),Wanchai
FLAT B 4/F LUEN LEE BUILDING,19/10/2020,40,$6.28M,324s.f.,LUEN LEE BUILDING,Wanchai
FLAT E 11/F LAP TAK BUILDING,31/12/2020,53,$6.50M,540s.f.,LAP TAK BUILDING,Wanchai
FLAT D 24/F DRAGON RISE (with roof),26/8/2020,34,$6.20M,319s.f.,DRAGON RISE,Wanchai
FLAT D 19/F YING LEE MANSION,30/9/2020,53,$5.20M,363s.f.,YING LEE MANSION,Wanchai
FLAT 4 5/F ON HING MANSION,29/9/2020,54,$5.60M,374s.f.,ON HING MANSION,Wanchai
FLAT E 5/F WAH FAT MANSION,29/7/2020,33,$5.00M,297s.f.,WAH FAT MANSION,Wanchai
FLAT D 22/F RIALTO BUILDING,23/10/2020,41,$5.45M,309s.f.,RIALTO BUILDING,Wanchai
FLAT F 10/F MAN HEE MANSION,23/9/2020,55,$5.00M,394s.f.,MAN HEE MANSION,Wanchai
FLAT B 4/F LAI YUEN APARTMENTS,28/12/2020,56,$7.05M,480s.f.,LAI YUEN APARTMENTS,Wanchai
FLAT C 20/F WAI SUN BUILDING,27/10/2020,42,$5.18M,271s.f.,WAI SUN BUILDING,Wanchai
NO. 350A 8/F CHEONG IP BUILDING,3/12/2020,54,$4.20M,369s.f.,CHEONG IP BUILDING,Wanchai
FLAT I 10/F HONG KONG MANSION,3/8/2020,54,$6.80M,-,HONG KONG MANSION,Wanchai
FLAT C 13/F HENNESSY APARTMENTS,24/11/2020,60,$6.00M,548s.f.,HENNESSY APARTMENTS,Wanchai
NO. 29A 12/F LEI WEN COURT,22/7/2020,61,$7.00M,475s.f.,LEI WEN COURT,Wanchai
FLAT B 4/F HOI KUNG COURT,16/12/2020,54,$12.90M,717s.f.,HOI KUNG COURT,Wanchai
NO. 164 13/F MAY WAH BUILDING (MEI WAH BUILDING),28/7/2020,57,$5.75M,428s.f.,MAY WAH BUILDING (MEI WAH BUILDING),Wanchai
FLAT B 8/F GOLDEN DRAGON BUILDING,16/7/2020,41,$4.23M,269s.f.,GOLDEN DRAGON BUILDING,Wanchai
NO. 80 16/F WAI LUN MANSION (BUILDING),1/12/2020,53,$5.00M,-,WAI LUN MANSION (BUILDING),Wanchai
NO. 25 8/F EAST ASIA MANSION,29/7/2020,54,$5.40M,394s.f.,EAST ASIA MANSION,Wanchai
FLAT D 6/F FOOK GAY MANSION,20/11/2020,54,$4.20M,348s.f.,FOOK GAY MANSION,Wanchai
FLAT D 4/F HENNING HOUSE,10/12/2020,49,$6.50M,501s.f.,HENNING HOUSE,Wanchai
NO. 107 11/F HIP SANG BUILDING,20/8/2020,51,$6.75M,474s.f.,HIP SANG BUILDING,Wanchai
FLAT B 14/F NEWMAN HOUSE,3/9/2020,41,$8.40M,476s.f.,NEWMAN HOUSE,Wanchai
FLAT C 20/F FU YUEN,16/9/2020,39,$4.60M,246s.f.,FU YUEN,Wanchai
FLAT C 9/F YEN YING MANSION (BUILDING),18/9/2020,43,$5.63M,332s.f.,YEN YING MANSION (BUILDING),Wanchai
FLAT D 11/F YEN MEN BUILDING,7/10/2020,36,$4.88M,274s.f.,YEN MEN BUILDING,Wanchai
FLAT C 9/F NEWTOWN MANSION,25/11/2020,57,$14.35M,860s.f.,NEWTOWN MANSION,Wanchai
NO. 193 9/F LINFOND MANSION,11/9/2020,55,$8.00M,646s.f.,LINFOND MANSION,Wanchai
FLAT A 15/F YING KING BUILDING (MANSION),27/10/2020,53,$4.50M,315s.f.,YING KING BUILDING (MANSION),Wanchai
FLAT A 42/F TOWER 3 PHASE 1,6/1/2021,21,$20.34M,755s.f.,THE BELCHER'S,Midlevelwest
FLAT C 17/F TOWER 6 PHASE 2,30/12/2020,19,$15.60M,762s.f.,THE BELCHER'S,Midlevelwest
FLAT C 26/F TOWER 2 PHASE 1,29/12/2020,20,$15.90M,665s.f.,THE BELCHER'S,Midlevelwest
FLAT H 29/F TOWER 1 PHASE 1,9/12/2020,20,$38.50M,1420s.f.,THE BELCHER'S,Midlevelwest
FLAT B 50/F TOWER 6 PHASE 2,24/11/2020,19,$21.80M,773s.f.,THE BELCHER'S,Midlevelwest
FLAT G 38/F TOWER 6 PHASE 2,19/11/2020,19,$28.00M,1121s.f.,THE BELCHER'S,Midlevelwest
FLAT H 21/F TOWER 5 PHASE 2,17/11/2020,19,$28.00M,1077s.f.,THE BELCHER'S,Midlevelwest
FLAT H 51/F TOWER 3 PHASE 1,29/10/2020,20,$18.58M,666s.f.,THE BELCHER'S,Midlevelwest
FLAT B 45/F TOWER 1 PHASE 1,29/10/2020,20,$19.05M,772s.f.,THE BELCHER'S,Midlevelwest
FLAT H 39/F TOWER 3 PHASE 1,23/10/2020,20,$17.88M,666s.f.,THE BELCHER'S,Midlevelwest
FLAT A 45/F TOWER 2 PHASE 1,20/10/2020,20,$16.05M,670s.f.,THE BELCHER'S,Midlevelwest
FLAT E 37/F TOWER 6 PHASE 2,20/10/2020,19,$29.00M,1229s.f.,THE BELCHER'S,Midlevelwest
FLAT A 52/F TOWER 2 PHASE 1,19/10/2020,20,$13.50M,670s.f.,THE BELCHER'S,Midlevelwest
FLAT B 58/F TOWER 3 PHASE 1,15/10/2020,20,$19.50M,668s.f.,THE BELCHER'S,Midlevelwest
FLAT G 45/F TOWER 3 PHASE 1,14/10/2020,20,$21.48M,755s.f.,THE BELCHER'S,Midlevelwest
FLAT H 22/F TOWER 3 PHASE 1,14/10/2020,20,$17.28M,659s.f.,THE BELCHER'S,Midlevelwest
FLAT G 15/F TOWER 1 PHASE 1,9/10/2020,20,$29.18M,1217s.f.,THE BELCHER'S,Midlevelwest
FLAT B 36/F TOWER 5 PHASE 2,7/10/2020,19,$31.00M,1103s.f.,THE BELCHER'S,Midlevelwest
FLAT D 41/F TOWER 2 PHASE 1,30/9/2020,20,$16.65M,670s.f.,THE BELCHER'S,Midlevelwest
FLAT C 28/F TOWER 8 PHASE 2,29/9/2020,19,$18.30M,767s.f.,THE BELCHER'S,Midlevelwest
FLAT F 22/F TOWER 2 PHASE 1,10/9/2020,20,$17.70M,748s.f.,THE BELCHER'S,Midlevelwest
FLAT G 57/F TOWER 6 PHASE 2,9/9/2020,19,$32.00M,1123s.f.,THE BELCHER'S,Midlevelwest
FLAT E 39/F TOWER 2 PHASE 1,4/9/2020,20,$16.90M,666s.f.,THE BELCHER'S,Midlevelwest
FLAT E 52/F TOWER 8 PHASE 2,4/9/2020,19,$31.50M,1158s.f.,THE BELCHER'S,Midlevelwest
FLAT G 35/F TOWER 1 PHASE 1,4/9/2020,20,$34.28M,1241s.f.,THE BELCHER'S,Midlevelwest
FLAT B 47/F TOWER 5 PHASE 2,21/8/2020,19,$26.00M,1109s.f.,THE BELCHER'S,Midlevelwest
FLAT G 52/F TOWER 2 PHASE 1,17/8/2020,20,$24.50M,954s.f.,THE BELCHER'S,Midlevelwest
FLAT C 18/F TOWER 5 PHASE 2,7/8/2020,19,$23.80M,1053s.f.,THE BELCHER'S,Midlevelwest
FLAT H 41/F TOWER 8 PHASE 2,3/8/2020,19,$32.80M,1158s.f.,THE BELCHER'S,Midlevelwest
FLAT A 49/F TOWER 2 PHASE 1,23/7/2020,20,$16.20M,670s.f.,THE BELCHER'S,Midlevelwest
FLAT E 40/F TOWER 3 PHASE 1,23/7/2020,20,$25.08M,955s.f.,THE BELCHER'S,Midlevelwest
FLAT E 51/F TOWER 6 PHASE 2,17/7/2020,19,$33.00M,1238s.f.,THE BELCHER'S,Midlevelwest
FLAT E 51/F TOWER 3 PHASE 1,17/7/2020,20,$20.00M,955s.f.,THE BELCHER'S,Midlevelwest
FLAT C 17/F TOWER 2 UNIVERSITY HEIGHTS,8/1/2021,25,$10.00M,464s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT D 17/F TOWER 1 UNIVERSITY HEIGHTS,22/12/2020,24,$9.45M,464s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT B 41/F TOWER 1 UNIVERSITY HEIGHTS,21/12/2020,24,$18.52M,790s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT A 15/F TOWER 2 UNIVERSITY HEIGHTS,18/12/2020,24,$7.95M,401s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT E 21/F TOWER 2 UNIVERSITY HEIGHTS,24/11/2020,24,$15.30M,790s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT E 17/F TOWER 1 UNIVERSITY HEIGHTS,24/11/2020,24,$14.80M,790s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT F 36/F TOWER 2 UNIVERSITY HEIGHTS,11/11/2020,24,$8.48M,401s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT F 43/F TOWER 2 UNIVERSITY HEIGHTS,3/11/2020,24,$8.60M,401s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT E 28/F TOWER 1 UNIVERSITY HEIGHTS,12/10/2020,24,$18.50M,790s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT C 40/F TOWER 2 UNIVERSITY HEIGHTS,5/10/2020,24,$11.00M,464s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT C 36/F TOWER 2 UNIVERSITY HEIGHTS,23/9/2020,24,$10.70M,464s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT A 38/F TOWER 1 UNIVERSITY HEIGHTS,15/9/2020,24,$8.50M,401s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT F 35/F TOWER 2 UNIVERSITY HEIGHTS,26/8/2020,24,$8.38M,401s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT C 13/F TOWER 1 UNIVERSITY HEIGHTS,18/8/2020,24,$9.38M,464s.f.,UNIVERSITY HEIGHTS,Midlevelwest
FLAT A 11/F WILTON PLACE,24/11/2020,23,$13.18M,573s.f.,WILTON PLACE,Midlevelwest
FLAT D 6/F WILTON PLACE,21/10/2020,23,$11.98M,573s.f.,WILTON PLACE,Midlevelwest
FLAT D 12/F WILTON PLACE,21/10/2020,23,$12.30M,573s.f.,WILTON PLACE,Midlevelwest
FLAT E 11/F WILTON PLACE,21/10/2020,23,$6.55M,290s.f.,WILTON PLACE,Midlevelwest
FLAT B 18/F WILTON PLACE,21/10/2020,23,$10.00M,446s.f.,WILTON PLACE,Midlevelwest
FLAT F 25/F WILTON PLACE,28/9/2020,23,$7.10M,290s.f.,WILTON PLACE,Midlevelwest
FLAT E 13/F WILTON PLACE,8/9/2020,23,$6.65M,290s.f.,WILTON PLACE,Midlevelwest
FLAT F 22/F WILTON PLACE,7/9/2020,23,$7.00M,290s.f.,WILTON PLACE,Midlevelwest
FLAT F 18/F WILTON PLACE,3/9/2020,23,$7.15M,290s.f.,WILTON PLACE,Midlevelwest
FLAT F 20/F WILTON PLACE,31/7/2020,23,$7.10M,290s.f.,WILTON PLACE,Midlevelwest
FLAT E 28-29/F WILTON PLACE,27/7/2020,23,$11.48M,477s.f.,WILTON PLACE,Midlevelwest
FLAT D 6/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,6/1/2021,27,$21.80M,1117s.f.,ROBINSON PLACE,Midlevelwest
FLAT E 25/F TOWER 2 (TWO ROBINSON PLACE ) ROBINSON PLACE,31/12/2020,27,$22.20M,1048s.f.,ROBINSON PLACE,Midlevelwest
FLAT G 43/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,22/12/2020,26,$25.40M,1062s.f.,ROBINSON PLACE,Midlevelwest
FLAT B 44/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,15/12/2020,26,$26.28M,1060s.f.,ROBINSON PLACE,Midlevelwest
FLAT A 28/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,14/10/2020,26,$21.00M,893s.f.,ROBINSON PLACE,Midlevelwest
FLAT E 38/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,30/9/2020,26,$26.80M,1117s.f.,ROBINSON PLACE,Midlevelwest
FLAT D 26/F TOWER 2 (TWO ROBINSON PLACE ) ROBINSON PLACE,28/9/2020,26,$21.00M,1048s.f.,ROBINSON PLACE,Midlevelwest
FLAT E 43/F TOWER 1 (ONE ROBINSON PLACE ) ROBINSON PLACE,9/9/2020,26,$28.00M,1117s.f.,ROBINSON PLACE,Midlevelwest
FLAT D 32/F TOWER 2 (TWO ROBINSON PLACE ) ROBINSON PLACE,8/9/2020,26,$24.30M,1048s.f.,ROBINSON PLACE,Midlevelwest
FLAT C 33/F SCHOLASTIC GARDEN,8/1/2021,25,$20.00M,781s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT D 11/F SCHOLASTIC GARDEN,11/12/2020,24,$14.80M,783s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT D 3/F SCHOLASTIC GARDEN,23/11/2020,24,$17.25M,783s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT G 30/F SCHOLASTIC GARDEN,10/11/2020,24,$14.00M,626s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT A 8/F SCHOLASTIC GARDEN,4/11/2020,24,$15.10M,783s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT E 36-37/F SCHOLASTIC GARDEN (with flat roof),21/10/2020,24,$33.30M,990s.f.,SCHOLASTIC GARDEN,Midlevelwest
FLAT G 5/F SCHOLASTIC GARDEN,20/10/2020,24,$12.80M,626s.f.,SCHOLASTIC GARDEN,Midlevelwest
